temperature,humidity,wind_speed,distance,terrain_type,vegetation_type,spread_time
26.236203565420873,24.810634307089572,10.468227349436239,67.59759642668091,hilly,shrubland,9.244937247589013
43.52142919229749,53.35207579026865,9.879151962879993,79.87145832194587,flat,forest,15.008675928712542
36.95981825434215,79.83566687011266,36.250183220841464,25.7963219804574,flat,shrubland,9.339498243222252
32.959754525911094,68.5779909127649,9.981847993980244,62.862535861092894,mountainous,forest,10.248420494029936
19.680559213273096,74.52489182891598,10.87798904514524,57.60285233123112,mountainous,shrubland,6.927627328891218
19.67983561008608,62.70266933685739,30.37593049671855,83.45020730203883,flat,grass,6.362861534311315
16.742508365045985,65.3821251614282,17.9895936980216,90.7026189876448,flat,grass,12.052049753025948
40.98528437324806,77.93565212522554,31.068422278207247,2.203520376261294,hilly,shrubland,3.8866867426370977
33.03345035229626,29.973440708734877,2.6146463025754096,67.72797198682048,mountainous,shrubland,24.915343123314813
36.242177333881365,49.15399709145124,19.502847746935373,6.131744112853173,hilly,grass,5.636184526649192
15.617534828874074,27.696755345568178,1.3445440073313053,55.33700784265824,hilly,shrubland,30.022467239485774
44.097295564859834,89.01344063973175,2.506128138214181,29.47564017532414,hilly,forest,17.042913877874632
39.97327922401266,85.52474717492906,36.25749813377644,31.37088335269198,flat,forest,7.02156482784666
21.370173320348286,13.154144909480472,5.5698148447038065,35.9428918417833,hilly,forest,10.764746527473825
20.454749016213018,66.44601380125508,21.296827291008682,62.5079524559114,hilly,forest,11.660193184281935
20.502135295603015,84.01986539325327,16.443824104028263,34.07094660120815,flat,forest,7.652285248760678
24.127267288786133,24.446027610186682,13.893733050353706,73.53720600843776,mountainous,shrubland,8.351564657649512
30.742692948967136,55.435618444210355,35.9933338274909,41.0482111718131,mountainous,shrubland,7.484541607386071
27.958350559263472,83.23906380704335,0.87293587101958,7.766966830685903,hilly,forest,10.041858639100138
23.736874205941255,12.715678286863907,26.551587447023564,78.59222440592661,flat,shrubland,7.23674326962095
33.35558684167138,65.7936213797472,38.535777368542014,29.290074134677894,mountainous,shrubland,4.7056777299307875
19.184815819561255,33.78792058980406,22.40672733847368,43.843921080327,hilly,forest,6.276614353507889
23.764339456056547,83.95169563012243,37.472898481323675,68.85894443896825,hilly,shrubland,5.7260252030037355
25.99085529881075,87.68465961322943,2.0903151714409507,33.91315955772249,flat,shrubland,15.442493586574756
28.682099526511077,85.54131912907471,16.751732762966455,6.601979958524847,hilly,shrubland,3.686313022738098
38.55527884179041,47.9371373325971,10.406311638482046,38.01818365426855,mountainous,forest,9.105392397302918
20.99021346475079,78.96341207914507,29.23283859922919,94.50040968673603,flat,shrubland,8.748156413046681
30.42703315240835,77.56395188280563,39.25188361988987,64.53170533255727,mountainous,grass,7.293600710198251
32.772437065861276,35.528037859460454,10.261202497769911,67.47643571805348,mountainous,grass,10.867200080012879
16.393512381599933,76.3132379320542,26.166984058962978,63.59593321012635,mountainous,forest,6.985600735232765
33.226345557043146,12.96061077723941,7.923905310389605,20.70022175698424,hilly,grass,10.20364868657963
20.115723710618745,57.70159027856424,22.613210182864396,42.415052546125736,hilly,forest,6.931054309851624
16.951547789558386,28.400706983016242,18.557299467533447,75.3430400379685,mountainous,grass,11.379959235987473
43.466566117599996,19.645350862182305,38.88021318526148,11.035916857762755,mountainous,grass,3.2838946601399037
43.96896099223678,16.156256130336732,24.341090907858664,28.507424832881515,flat,grass,7.303304272096883
39.25192044349383,65.70310207025118,13.980254883472751,28.355591738119507,flat,forest,5.423458364480913
24.13841307520112,37.18999710144529,4.563831395517335,43.769873831856096,hilly,forest,11.754554558123846
17.930163420191516,67.98134172230093,6.049873149397382,98.05650535327632,hilly,shrubland,18.085162747813587
35.52699079536471,15.22850726391539,9.012677198049403,7.682752121698372,flat,forest,4.818104550402357
28.20457481218804,35.223227026448825,10.03866645361192,52.35139844367891,mountainous,grass,8.803338046690346
18.661147045343366,53.15930339002698,34.024642313645515,18.757103519208833,hilly,grass,7.970090367493515
29.855307303338105,73.25785318711709,22.448911531300997,97.09697799556467,mountainous,forest,9.23161062401755
16.031655633456552,35.5002002345656,20.935636454974656,12.217046968018956,flat,forest,6.007060516034346
42.27961206236346,60.071310114960724,4.590754874768699,40.95649923379753,hilly,forest,11.411434850420232
22.763399448000506,80.87821985889497,34.4055877339774,74.050613498626,hilly,shrubland,8.805373714225885
34.875668530619464,59.26905505458436,28.91257212833935,70.75088837471708,flat,grass,8.075368478675426
24.35133228268233,28.636757980290703,2.7067344760000633,42.85013505249929,hilly,shrubland,15.942219466174766
30.602040635334326,11.952062524523042,28.313403889190745,35.3058926273191,flat,shrubland,3.0358604947506636
31.40130838029839,79.60790991207439,21.741528693705842,40.363625476734185,hilly,grass,7.207479118183229
20.545633665765813,11.701552868030971,3.26901382987113,27.16335005270529,flat,grass,12.514268872778192
44.08753883293676,79.97613381473596,18.332025661146258,21.32796093197318,hilly,forest,4.14554933791163
38.253984700833435,52.31497072217696,19.387851485201878,48.820930058330106,mountainous,forest,6.803819635133722
43.18496824692568,85.1254158810317,6.63098160653103,27.584841850693124,mountainous,shrubland,9.6891694291171
41.844820512829465,73.90265886189323,37.82792588001129,29.458704824827763,mountainous,forest,2.6168427901445868
32.93699936433255,89.834728842667,33.99901485922648,66.01885028398115,hilly,forest,5.588601592062866
42.6562270506935,38.05694523613681,26.760893493164332,96.88519583828933,hilly,grass,9.243806267889838
17.654775061557586,71.37506311449016,18.491822440024286,60.76008285537814,mountainous,grass,10.327245801719174
20.879485872574357,42.15447308873937,16.470621663380342,8.62096723943166,mountainous,forest,9.865014717643104
16.35681866731614,48.39004962431271,26.038938686038165,8.48277777155263,flat,grass,9.231034046044629
24.759909922897933,60.20043705746961,21.817274776276218,95.19089886371103,flat,forest,9.45941749951664
26.660318690684463,79.8941691349071,2.4909242352754246,30.43178824042603,flat,grass,12.748947758649194
23.140470953216877,88.72667753594361,20.500105950813268,10.114631622165067,mountainous,grass,7.316690199637788
39.86212527455788,71.46187310916146,32.25614468931358,60.30541412788777,mountainous,grass,5.726175703967456
25.70259980080768,43.4213425733867,18.36959510387832,62.741229050736344,mountainous,grass,6.7149700173206535
23.428035290621423,43.70856018216561,2.0782631021707365,65.20197719175013,flat,forest,25.57088580128662
31.280882494747456,69.00658412711132,31.451127975361324,27.47280075789659,hilly,shrubland,4.985243409668102
19.22772674924288,29.102171661464187,8.054551285438976,2.495957737233028,mountainous,grass,6.100919051642984
39.06590942262119,18.837929050511573,10.344833395521551,96.53652157599271,hilly,forest,12.30449065281937
17.236519310393124,38.36977261126212,6.588254137291836,25.838411523419147,hilly,forest,8.575297642842456
44.60660809801552,32.97911933232654,13.2086025948599,67.9266025172022,hilly,grass,12.97057425300983
38.16734307889972,33.7046496364792,30.2700602275454,70.95635711799224,flat,shrubland,7.51342822868696
20.961470446025174,28.688620083992795,20.775434380157492,61.390734290869084,hilly,grass,10.85275023217051
15.165663513708072,13.36745517090895,8.195250966028503,31.977832027151173,mountainous,forest,10.881759668257947
39.463842853645026,11.429914778673105,35.113203126081636,27.838529122642512,flat,shrubland,6.9549489290586095
36.205720315428515,89.01779117888252,35.18327419806117,60.16915998756761,mountainous,forest,5.95459423560709
36.87021504122962,44.22185069886899,34.82313700184028,86.74346772755746,mountainous,grass,9.502452908226353
38.13811040057837,40.74613177277453,9.55184845526157,94.72663916341617,flat,shrubland,13.477305623228661
17.221339552022712,64.3717826154456,18.049573767239522,11.484674635972006,mountainous,forest,5.598864238748768
25.753971856328178,27.460311029205133,39.39958624563501,16.328032647174265,mountainous,forest,6.06456071148787
18.47607178575389,85.99689471601803,30.880499052399614,94.52888961952489,flat,forest,7.954365741502632
40.89310277626781,72.90760115324417,1.0866968490223927,73.91698760514447,mountainous,grass,38.98242867977987
33.69894380482674,17.15288018498076,2.608183650419682,88.41638865814754,hilly,shrubland,26.450205832487388
24.926940745579476,43.40646206279427,18.557255072493312,21.060630779398974,mountainous,grass,7.995136346889086
16.90675050858071,80.32946460497317,36.368808234462406,59.17100123983079,hilly,grass,7.724117176294529
24.329469651469864,85.57856178331282,21.54807191810857,70.41281984732989,mountainous,grass,4.681564748305815
24.75549966080241,47.39212089998958,19.91250032137161,68.33107665925029,flat,shrubland,6.773900524317871
36.888185350141924,59.07291113685662,4.218947998265223,41.407017395803116,flat,grass,13.292108627546728
